NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
2005	to tie	1917	TIE	verb
2006	prisoner of war, captive foreigner used as worker			
2007	prisoner, captive	1072	PRISONER	noun
2008	prisoner	1072	PRISONER	noun
2009	to bind, tie	1917	TIE	verb
2010	to tie, to tie up, to bind, to fetter	1917	TIE	verb
2011	backside, lower leg, base, foundation	447	LOWER LEG	noun
2012	damp course, base, foundation (of a building, reign), bottom, root, lower extremities	670	ROOT	noun
2013	to support; to stand	1442	STAND	verb
2014	to lean against sth, to stand by; to place	723	PLACE (POSITION)	noun
2015	support or foot of a wall			
2016	go up before, stand up; to stand; to be motionless	1442	STAND	verb
2017	to support, to stay sth			
2018	to tie, to wrap	1917	TIE	verb
2019	to twine, to double			
2020	wrap, veil	1113	WRAP	verb
2021	III. to double			
2022	to bend, fold up, double	2004	BEND	verb
2023	to live, to escape	1422	BE ALIVE	verb
2024	to get well, to recover from sickness; to be alive, to stay alive	1422	BE ALIVE	verb
2025	III. to flee			
2026	to be old, worn out	1229	OLD	adjective
2027	to become extinguished, to come to an end	2209	BECOME EXTINGUISHED	verb
2028	to be worn out			
2029	wood block (as fuel)			
2030	to be worn out, old; to age	1229	OLD	adjective
2031	to be old, wornout	1229	OLD	adjective
2032	become old			
2033	to spend the night			
2034	to stay overnight, spend the night; to delay	425	BE LATE	adjective
2035	to stay the night			
2036	to spend the night, lodge			
2037	to spend the night; to do sth at night			
2038	to persevere, persist, last, stay	1529	LAST (FINAL)	other
2039	to be complete, to come to an end			
2040	to bring to an end, to annihilate, to spend, to finish; to come to an end	1766	FINISH	verb
2041	totality, total	2277	WHOLE	adjective
2042	to come to an end			
2043	to complete, bring to an end, accomplish; to fail, come to an end, perish, be destroyed	3861	FAIL	verb
2044	II. to collect			
2045	accomplish, complete, perfect,  consummate; bring to an end; contain, comprehend, include completely			
2046	to be sharp	1396	SHARP	adjective
2047	to be or become pointed; (D) to act quickly	1579	BE	verb
2048	to be quick; (hip.) to sharpen	251	SHARPEN (SOMETHING)	verb
2049	to edge, to sharpen	251	SHARPEN (SOMETHING)	verb
2050	to be parched, shrivelled			
2051	shrivelled or withered			
2052	parched field			
2053	intensely hot			
2054	spelt, emmer			
2055	spelt, emmer wheat			
2056	to be in front, to precede	1883	IN FRONT OF	other
2057	to precede, go before, lead	43	LEAD (GUIDE)	verb
2058	go before, come before, precede, begin, have priority, be first, be ahead of, surpass	1806	BEGIN	verb
2059	to be near	1942	NEAR	adjective
2060	to approach	1778	APPROACH	verb
2061	to approach to, be near	1942	NEAR	adjective
2062	tick	1527	TICK	noun
2063	teigne (tick)			
2064	to pluck off			
2065	to pluck, to pick, to cut off	2148	PICK	verb
2066	to pluck off (twigs, ears of corn)			
2067	to pluck off, collect, harvest	3327	AUTUMN OR HARVEST SEASON	other
2068	to collect fruits			
2069	to pick (flowers), to pluck, to snap	2558	BREAK (CLEAVE)	verb
2070	to wear	976	WEAR	verb
2071	to put on clothing; to clothe oneself; to clothe somebody; to cover	761	COVER	verb
2072	to dress, wear, put on clothes	976	WEAR	verb
2073	to clothe oneself with a garment			
2074	to put on, to wear	976	WEAR	verb
2075	clothe oneself, put on clothes, wear; clothe somebody	976	WEAR	verb
2076	hundred	1634	HUNDRED	numeral
2077	hundred, one hundred	1634	HUNDRED	numeral
2078	hundred, century	1634	HUNDRED	numeral
2079	to ask	1309	ASK (INQUIRE)	verb
2080	to ask, to inquire, to interrogate; to ask for something	1309	ASK (INQUIRE)	verb
2081	to ask, request	1309	ASK (INQUIRE)	verb
2082	to ask; to beg for, to demand	1309	ASK (INQUIRE)	verb
2083	to ask, inquire; to ask or demand for something	1309	ASK (INQUIRE)	verb
2084	to ask, enquire, make a request,  pray, beg	1309	ASK (INQUIRE)	verb
2085	ein Vogel (a bird)			
2086	a species of partrige			
2087	chevreau (kid)			
2088	to slaughter	1796	SLAUGHTER	verb
2089	to slaughter, butcher; to slit the throat	1796	SLAUGHTER	verb
2090	to slaughter; to kill off	1796	SLAUGHTER	verb
2091	to cook	1100	COOK (SOMETHING)	verb
2092	to slaughter, slay, kill, cut up, sacrifice, skin	1796	SLAUGHTER	verb
2093	to drive away, to expel	30	DISPEL	verb
2094	to send; to drive out, drive away, send away; to expel	1127	SEND	verb
2095	to drive away, expel, banish	30	DISPEL	verb
2096	name of a bird, prob. black eagle			
2097	heron	758	HERON	noun
2098	owl	735	OWL	noun
2099	nightbird, owl	735	OWL	noun
2100	hoopoe; owl	735	OWL	noun
2101	kind of insect or worm	1219	WORM	noun
2102	pestle	225	PESTLE	noun
2103	name of a spider			
2104	the spider	843	SPIDER	noun
2105	large wild beast			
2106	animals			
2107	spider	843	SPIDER	noun
2108	a louse affecting cloth, animals and people; a moth	2828	MOTH	noun
2109	flying ant species			
2110	a large wild cat			
2111	tiger (?)	846	TIGER	noun
2112	nonwinged locust; wood worm; caterpiller			
2113	termite; white ant	883	TERMITE	noun
2114	ostrich	3797	OSTRICH	noun
2115	'young of animals, larva'			
2116	(kind of worms or larvae)			
2117	baby animals and birds or small creatures			
2118	nightingale; sparrowchick	3723	NIGHTINGALE	noun
2119	young camel			
2120	a young camel when just born			
2121	swarm of bees			
2122	beehive, also the bees of a hive; swarm	88	BEEHIVE	noun
2123	bee; bees	665	BEE	noun
2124	phoenix			
2125	white hawk regarded as of evil omen			
2126	a locust	810	LOCUST	noun
2127	kind of bird, somewhat like a sparrow			
2128	kind of small bird			
2129	a species of crested bird			
2130	nightingale	3723	NIGHTINGALE	noun
2131	a bird fattened to be eaten by king Solomon			
2132	caterpillar, insect larva	2247	CATERPILLAR	noun
2133	raptor, conventionally “hawk”			
2134	red kite			
2135	unclean bird of prey (frequenting ruins)			
2136	kite	307	HAWK	noun
2137	épithète du corbeau (epithet of the raven)			
2138	cricket; sucker	2354	CRICKET	noun
2139	kind of a bird			
2140	bird, wild bird (perhaps a raptor, esp. 'hawk, falcon')	937	BIRD	noun
2141	falcon	3258	FALCON	noun
2142	hawk	307	HAWK	noun
2143	female sparrow			
2144	yearling foal, small of domestic animals			
2145	viscera			
2146	foetus (de chat, de lièvre, de hérisson, de gerboise) (fetus (cat, hare, hedgehog, jerkin)	1190	HARE	noun
2147	fat; fatness	323	FAT (ORGANIC SUBSTANCE)	noun
2148	fatness	1279	FAT (OBESE)	adjective
2149	fat pasture ground			
2150	être gras (to be fat)			
2151	qualité d'un aliment gras (quality of a fatty food)			
2152	très gras (very fat)			
2153	kind of insect, louse	1392	LOUSE	noun
2154	parasite, louse	1392	LOUSE	noun
2155	kind of insect similar to the scarab marked with black and white spots which usually accompanies or precedes scorpions or vipers			
2156	kind of bird (hen, quail)	1893	QUAIL	noun
2157	young poultry			
2158	chick	2512	CHICK	noun
2159	quail; sparrow?	1893	QUAIL	noun
2160	kind of small aquatic bird			
2161	quail	1893	QUAIL	noun
2162	tail, back	1220	TAIL	noun
2163	queue; toupet (tail; toupee)			
2164	queue (tail)			
2165	back, back part, tail, border	1220	TAIL	noun
2166	goose, crane	1187	GOOSE	noun
2167	grus (grue)			
2168	Numidian crane			
2169	crane	1830	CRANE	noun
2170	aile (d'un oiseau) (wing (of a bird)			
2171	prepuce, clitoris	3257	CLITORIS	noun
2172	oter, enlever le prépuce (dans la circoncision) (to take off, remove the foreskin (in circumcision)			
2173	(piece of) skin	763	SKIN	noun
2174	dépouille, peau ôtée (body, skin removed)			
2175	peau mince qui couvre la plaie en voie de guérison (thin skin that covers the healing wound)			
2176	to weep	1839	CRY	verb
2177	to weep, cry	1839	CRY	verb
2178	skin; peel; scales; test	763	SKIN	noun
2179	crab shell			
2180	peau d'une bête ôtée et vidée (skin of an animal removed and emptied)			
2181	morceau de peau enlevée (piece of skin removed)			
2182	(long) hair, mane	1918	MANE	noun
2183	toupet (toupee)			
2184	grande nuée de sauterelles (large swarm of locusts)			
2185	kind of small creature			
2186	a small animal, probably a frog			
2187	a locust or bird; eine Art Heuschrecke (kind of grasshopper)	937	BIRD	noun
2188	pou; fourmi (louse; ant)	587	ANT	noun
2189	(wild) cat	1208	CAT	noun
2190	a wild animal; Gepard (cheetah)	958	WILD ANIMAL	noun
2191	a kind of bird (swallow, dove)	1853	DOVE	noun
2192	perroquet (parrot); la perruche a collier couleur de rose (the rosecoloured parakeet)			
2193	kind of worm, insect	620	INSECT	noun
2194	a parasite worm in the bowels			
2195	quail (pl.)	1893	QUAIL	noun
2196	a wading bird			
2197	dove	1853	DOVE	noun
2198	kind of little bird similar to a swallow			
2199	(dead) body, back (of body)	1291	BACK	noun
2200	corpse, dead man	767	CORPSE	noun
2201	the locust; locusts	810	LOCUST	noun
2202	heron, pelican; ibis	758	HERON	noun
2203	kind of bird of prey			
2204	an unclean bird			
2205	young one of partridge			
2206	kind of reptile (snake, lizard)	632	LIZARD	noun
2207	kind of big lizard			
2208	aranea (spider)			
2209	pelican	472	PELICAN	noun
2210	ant	587	ANT	noun
2211	sesame	2797	SESAME	noun
2212	red ant			
2213	kind of snake, worm, insect larvae	1219	WORM	noun
2214	horned viper			
2215	serpent; field cricket; creeping animal; crawling locust	730	SNAKE	noun
2216	serpent; kind of snake with black and white spots	730	SNAKE	noun
2217	a nocturnal bird			
2218	bird which hunts fish			
2219	kite (bird)	307	HAWK	noun
2220	back of neck			
2221	dos (back)			
2222	amygdal			
2223	gorge			
2224	torso, body	1480	BODY	noun
2225	hip, flank	1745	HIP	noun
2226	side, arm	1673	ARM	noun
2227	hip.side; girdle around male pubic area; wheels and axles			
2228	coeur, âme, esprit (heart, soul, spirit)	811	SOUL	noun
2229	poitrine (breast)			
2230	milieu du dos, vertèbres (d'une bête de somme) (middle of the back, chine)			
2231	poitrine; milieu (du corps de l'homme) (chest; midsection)			
2232	poitrine (chest)			
2233	corps, taille et volume du corps; cadavre (body; corpse)	767	CORPSE	noun
2234	cadavre de sauterelle (dead locust)			
2235	corps; objet saillant (body; protruding object)			
2236	cricket, locust	810	LOCUST	noun
2237	espèce de sauterelle (species of locust)			
2238	breastbone; side of body	2810	BREASTBONE	noun
2239	chest bones, sternum, breastbone	2810	BREASTBONE	noun
2240	bosom, chest; dewlap	1592	CHEST	noun
2241	bosom	1402	BREAST	noun
2242	hanging flesh under the chin (of some animals), dewlap (of oxen), beard (of cock), throat (of humans)	678	BEARD	noun
2243	dewlap, beard, throat	678	BEARD	noun
2244	chest, bosom	1592	CHEST	noun
2245	chest	1592	CHEST	noun
2246	whelp, cub	74	PUPPY	noun
2247	cub (lion, jackal)	3313	JACKAL	noun
2248	whelp (of a lion, dog, pig, snake)	2009	DOG	noun
2249	petit de chien, de lion ou de toute autre bête carnassière (whelp of a dog, lion or any other carnivorous animal)	1386	LION	noun
2250	kind of mouse, rat	1490	RAT	noun
2251	dormouse			
2252	rat	1490	RAT	noun
2253	kind of creeping creature			
2254	Saraph serpent			
2255	a dove	1853	DOVE	noun
2256	a small bird			
2257	an insect; larva	2640	LARVA	noun
2258	a species of spider			
2259	scorpion (newly hatched); young scorpion	1538	SCORPION	noun
2260	animals of the desert			
2261	tomcat			
2262	antelope	3674	ANTELOPE	noun
2263	large-hoofed animal			
2264	kind of insect (bee, wasp)	1517	WASP	noun
2265	(young) bull	1008	BULL	noun
2266	suckling, fatted calf, young of flock, young animal (calf, heifer, lamb)	820	LAMB	noun
2267	kind of insect, snail	1543	SNAIL	noun
2268	kind of insect or larva	2640	LARVA	noun
2269	snail	1543	SNAIL	noun
2270	kind of bird, expl. Qaṭā, i.e. pterocles or coturnix			
2271	small camels or lambs; young of a herd made up of camels or sheep	1331	SHEEP	noun
2272	(young of) ungulate			
2273	kid; kid that is tied up or thrown into a pit to attract a lion or a wolf	1972	YOUNG GOAT (KID)	noun
2274	kind of gazelle			
2275	to flee (said of a gazelle)	956	FLEE	verb
2276	starling			
2277	rooster	1511	ROOSTER	noun
2278	a small creatures that ruin the fields			
2279	grasshopper	607	GRASSHOPPER	noun
2280	kind of rodent			
2281	castor (beaver)			
2282	espèce de gros rat des champs (a kind of large field rat)			
2283	to catch, to fish, to hunt	1435	HUNT	verb
2284	to be clear	989	CLEAR	adjective
2285	to shine	708	SHINE	verb
2286	to be bald	1125	BALD	adjective
2287	kind of fish			
2288	(a bird)			
2289	an unclean species of bird frequenting ruins and the desert; a type of owl (?); scops owl or jackdaw			
2290	small hoofed animal			
2291	name of a bird of prey, supposed to be falcon			
2292	bird of prey, falcon, hawk	307	HAWK	noun
2293	Kranich (crane)			
2294	grue			
2295	scarabaeus (scarab)			
2296	espèce de fourmis grandes et noires (species of large, black ants)			
2297	to be available, to stay	987	REMAIN	verb
2298	III. to vie, to compete for superiority; to emulate, to rival, to imitate	117	IMITATE	verb
2299	to follow successively, to do by turns, to alternate with one another, to relay one another			
2300	to be filmy or flickering (eyes); evening, dusk	1629	EVENING	noun
2301	at dusk	2297	DUSK	noun
2302	to be filmy (?)			
2303	to be clean, clear	989	CLEAR	adjective
2304	radiance			
2305	to be or remain pure, clean, free	1579	BE	verb
2306	to purge out			
2307	sincere, guileless, simple, inexperienced	686	EASY	adjective
2308	to be good, pious	1035	GOOD	adjective
2309	to purify, to make white			
2310	reed, mat	195	MAT	noun
2311	reed mat			
2312	reed, reed pen, branch of a chandelier, stalk, stem of fruit, stubble	659	REED	noun
2313	to be dislocated			
2314	to lie across			
2315	VII. to be dislocated (the head of the humerus from its scapula), to be lax or slack (the shoulderjoint)	2506	LOOSE	adjective
2316	to separate, to divide	1119	DIVIDE	verb
2317	to separate	1359	SEPARATE	verb
2318	to release, to unknit	1095	LET GO OR SET FREE	verb
2319	to tear off, to tear away			
2320	to remove			
2321	to make a separation			
2322	to cut	1432	CUT	verb
2323	to shred			
2324	to tear to pieces			
2325	to cut; (etp.) to be split; (pa.) to cut apart	1432	CUT	verb
2326	couper en petits morceaux (to cut into small pieces)			
2327	spinal column with thigh bones			
2328	crotch, region between the thighs; the hind legs of animals			
2329	limb; vertebra of the spinal column; link	1531	BRANCH	noun
2330	back of the horse			
2331	mid back, vertebra			
2332	canal (anat.), urethra (?)			
2333	vagina	1836	VAGINA	noun
2334	udder or penis canal	154	UDDER	noun
2335	loin, hip	1745	HIP	noun
2336	arm (or hip)	1673	ARM	noun
2337	loins	187	LOIN	noun
2338	gizzard (of some birds); which has a big belly above the navel			
2339	loin	187	LOIN	noun
2340	breast, stomach, entrails	1402	BREAST	noun
2341	part of human insides			
2342	middle of chest, chest, breastbone, etc.	1592	CHEST	noun
2343	to insult	3204	INSULT	verb
2344	IV. to blame, to censure			
2345	to be red-hot			
2346	to be red	156	RED	adjective
2347	to bubble up, to boil; to be effervescent, to flare up	2493	BOIL	verb
2348	a (mythical) aquatic reptile			
2349	an aquatic animal			
2350	serpent, dragon	2038	DRAGON	noun
2351	(feminine) genital organ, uterus			
2352	sinus; penis; cunnus, vagina	1222	PENIS	noun
2353	uterus			
2354	entrails			
2355	human lungs, belly, entrails	1251	BELLY	noun
2356	viscera (any interior part of the body); intestines	1991	INTESTINES	noun
2357	fetal membrane			
2358	egg membrane			
2359	second membrane that comes out of the uterus at parturition and is filled with water (in camels)			
2360	a falcon	3258	FALCON	noun
2361	small owl			
2362	part of human body, possibly waist			
2363	middle of the body, slim mid body			
2364	fatty tissue around intestins and stomach			
2365	fatty tissue around the intestines			
2366	an insect, a disease	1986	DISEASE	noun
2367	a snail	1543	SNAIL	noun
2368	woodworm, moth	2828	MOTH	noun
2369	forearm, cubit	446	LOWER ARM	noun
2370	a linear measure, short cubit			
2371	cubitus, ulna			
2372	a kind of owl			
2373	crow	913	CROW	noun
2374	corvus (raven)			
2375	raven, crow	913	CROW	noun
2376	frog	503	FROG	noun
2377	rana (frog)			
2378	grenouille (frog)			
2379	insectum quoddam (a certain kind of insect)			
2380	sip, gulp			
2381	to raise, to lift	501	LIFT	verb
2382	carry, lift up	700	CARRY	verb
2383	to raise, lift, help up; to carry; to wear	700	CARRY	verb
2384	to grow up, to become elevated, to occur	552	GROW UP	verb
2385	to take, to partake, to receive	1749	TAKE	verb
2386	to rise up	705	GO UP (ASCEND)	verb
2387	to split, to separate	1437	SPLIT	verb
2388	to demarcate, to divide off			
2389	district			
2390	division, dividing			
2391	to cleave, to split	1437	SPLIT	verb
2392	to divide, to disintegrate	1119	DIVIDE	verb
2393	(nip.) to be separated; (pi.) to split, to make a furrow	1437	SPLIT	verb
2394	divisit, partitus est (to be divided)			
2395	to till, to plow, to do agricultural work; to work; to serve (especially a deity), to venerate	1086	WORK (ACTIVITY)	verb
2396	to be afraid; to serve; to venerate	1419	FEAR (BE AFRAID)	verb
2397	laboravit; veneratus est, coluit (deum) (to labor; to venerate, worship (god)	257	WORSHIP	verb
2398	to plow, to cultivate	1541	CULTIVATE	verb
2399	back, side or front part of body (of a sheep?)	1291	BACK	noun
2400	soft part of the sheep's breastbone; a cut of the meat of a sheep			
2401	rear, last part, backside, behind, behind of the head	1686	BEHIND	other
2402	joint (of the ribs, fingers, etc.)	1303	FINGER	noun
2403	joint of the human or animal body			
2404	hollow at the top of the chest, between the two collarbones			
2405	to pierce, bore, to break through, break into	398	PIERCE	verb
2406	(pi.) to penetrate, to perforate	1501	BORE	verb
2407	to pierce, break through	398	PIERCE	verb
2408	to be attentive, interested in somebody or something	1908	ATTENTIVE	adjective
2409	to command	1998	COMMAND	verb
2410	to deposit; (hip.) to entrust; to appoint; to attend to; to pass in review, to muster; to pass in review; to seek (with interest, desire); to seek in vain, to miss, to lack; to visit	1377	VISIT	verb
2411	to appoint over; to order, to command; to care for; to enumerate, to examine; to visit	1128	ORDER	verb
2412	prefect			
2413	to miss, to lose, not to find; V. visiter, examiner une chose, la considérer attentivement, y faire attention, en prendre soin (to visit, examine something, to consider it carefully, to pay attention to it, to take care of it)	1660	LOSE	verb
2414	to take care of; to survey, to review; to muster; to number, to enumerate	1356	NUMBER	noun
2415	to smash, to crack	3080	SPLIT OPEN	verb
2416	to slice, to slit	2156	CUT (WITH KNIFE)	verb
2417	to smite one’s head with the stick or sword; to make a separation (between people); IV. to make to bleed	1535	SWORD	noun
2418	to tear loose, to melt	2334	MELT	verb
2419	meaning, explanation	2950	MEANING	noun
2420	to digest, ripen; to liquefy; to interpret	179	RIPEN	verb
2421	to discover, to reveal, to render clear, to explain	1626	EXPLAIN	verb
2422	to cut, to pierce, to incise	1432	CUT	verb
2423	to break an oath, to transgress, violate a trust			
2424	breach, opening	1667	HOLE	noun
2425	to make a split, a breach			
2426	to make a notch or incision			
2427	virgin	2298	VIRGIN	noun
2428	young man	76	YOUNG MAN	noun
2429	chaste, modest			
2430	virgin, umarried person; Virgo, name of a constellation	2298	VIRGIN	noun
2431	a virgin; a woman that withholds herself from men	2298	VIRGIN	noun
2432	to be early	672	EARLY	adjective
2433	(pi.) to bear firstfruits			
2434	firstfruits			
2435	to be first	728	FIRST	other
2436	first, earliest (generally said of fruit)	728	FIRST	other
2437	to go forth early in the morning			
2438	to trickle, to flow	2003	FLOW	verb
2439	to trickle			
2440	silt			
2441	to flow by little and little			
2442	little water			
2443	rain little in quantity			
2444	= rašaḥa 'to leak, to ooze (of water)'			
2445	to flash			
2446	to shine, to flash	708	SHINE	verb
2447	to appear (lightning); to shine, to gleam, to glisten	708	SHINE	verb
2448	to flash, to scintillate, to shine, to sparkle	708	SHINE	verb
2449	ceder			
2450	to wish	2117	DESIRE	verb
2451	to ask, to wish, to desire	2117	DESIRE	verb
2452	to request, wish, demand, claim	1784	WANT	verb
2453	desire	2960	LONGING (WISH)	noun
2454	reed	659	REED	noun
2455	to kiss	578	KISS	verb
2456	to kiss; to come into contact (of water)	578	KISS	verb
2457	occiput, back of the head	523	BACK OF HEAD	noun
2458	back side of the cervical			
2459	behind the neck, nape; back of the head, occiput	1347	NAPE (OF NECK)	noun
2460	shoulder blade	172	SHOULDERBLADE	noun
2461	inner part, middle of the body			
2462	intestines, insides (in the pl.), mind, heart	1223	HEART	noun
2463	midsection			
2464	entrails, inward parts			
2465	flanks, from the hips to the lower abdomen			
2466	be straight	1404	STRAIGHT	adjective
2467	to be in order; to straighten up; to prosper			
2468	uprightness, lawfulness			
2469	be straight, smooth, right	1234	SMOOTH	adjective
2470	to be gentle, easy	686	EASY	adjective
2471	yesterday	1174	YESTERDAY	other
2472	to mark, to brand	1720	SIGN	noun
2473	a mark	1720	SIGN	noun
2474	to mark, stigmatize, brand	621	IRON	noun
2475	sacred	1702	HOLY	adjective
2476	to make ritually clean, to purify			
2477	holy	1702	HOLY	adjective
2478	holy, consecrated	1702	HOLY	adjective
2479	(pa.) to sanctify, deem holy			
2480	II. to sanctify, consecrate, purify			
2481	to sanctify, declare holy, perform sacred offices, celebrate Mass			
2482	axe	677	AXE	noun
2483	an axe or hatchet	677	AXE	noun
2484	axe, adze	677	AXE	noun
2485	twenty	1710	TWENTY	numeral
2486	to saw	3543	SAW (SOMETHING)	verb
2487	a saw	1948	SAW	noun
2488	to saw, to plane	3543	SAW (SOMETHING)	verb
2489	comb	1475	COMB	noun
2490	to comb	2070	COMB (VERB)	verb
2491	to set, lay down	160	SET (HEAVENLY BODIES)	verb
2492	to allot power, establish, fix a destiny, ordain the future			
2493	to lay down, set down, arrange, fix	2071	LAY (VERB)	verb
2494	to place, to set up	723	PLACE (POSITION)	noun
2495	to hide, to insert one thing into another, to impress	2486	HIDE	verb
2496	to set, set in order, put, place, charge, promote, consecrate	723	PLACE (POSITION)	noun
2497	to take (back), grasp, seize, hold	1448	HOLD	verb
2498	to seize, to grasp	855	SEIZE	verb
2499	to take, catch	1749	TAKE	verb
2500	to obstruct	2762	BLOCK (THE WAY)	verb
2501	to dam up, to block	2762	BLOCK (THE WAY)	verb
2502	a bolt	2007	BOLT (OF LIGHTNING)	noun
2503	(nip.) to be obstructed			
2504	to shut, to close up	1046	SHUT	verb
2505	to dam, stop up			
2506	to break, fracture	680	BREAK (DESTROY OR GET DESTROYED)	verb
2507	to break, shatter	680	BREAK (DESTROY OR GET DESTROYED)	verb
2508	to shatter, smash			
2509	to restrain; to curse; to destroy; to perish	681	DESTROY	verb
2510	genitals, testicles	797	TESTICLES	noun
2511	vulva (hapax)	1837	VULVA	noun
2512	to cut off, to divide, to separate	1119	DIVIDE	verb
2513	to break, to notch; to depart and then return	680	BREAK (DESTROY OR GET DESTROYED)	verb
2514	to cut, to hollow out, to rend with the teeth	1432	CUT	verb
2515	to slice	2156	CUT (WITH KNIFE)	verb
2516	spring, fountain	849	SPRING (OF WATER)	noun
2517	to cut, to slit, to open a vein	1432	CUT	verb
2518	to gaze, to look at, to seek	1468	LOOK FOR	verb
2519	to look for, search, to probe; to seek out someone	1468	LOOK FOR	verb
2520	to gaze, look at	1819	LOOK	verb
2521	joint, point of connection between bones	999	JOINT	noun
2522	knee, shin, calf of the leg	1371	KNEE	noun
2523	to curl up, to bend	2004	BEND	verb
2524	handfuls			
2525	a place on the back of the head where the hair ends; area of the breast where the ribs meet			
2526	leg, shin, shinbone, thigh	1297	LEG	noun
2527	(animal's) body from neck to rump			
2528	tendon of the neck; neck	1333	NECK	noun
2529	the upper chest that meets the collarbone			
2530	upper part of the chest, low neckline, throat	1346	THROAT	noun
2531	chest, especially the part between the teats, chest (of any hoofed animal); breast	1402	BREAST	noun
2532	the top of the chest or chest from which descends a necklace or other neck adornment; chest strap (of horse etc.)			
2533	bladder (of animals)	1746	BLADDER	noun
2534	bladder (of a bird, sheep or fish)	1331	SHEEP	noun
2535	musk purse			
2536	word, phrase, language, idiom	1599	WORD	noun
2537	jawbones (pl.)			
2538	maxilla (jaw)			
2539	conchal nerve of the ear; ear lobe			
2540	tendon, sinew; muscle	1004	MUSCLE	noun
2541	sinews			
2542	crinis; nervus; chorda; tonus			
2543	the entire part of the belly that surrounds the navel			
2544	corpse, carcass	767	CORPSE	noun
2545	cadaver			
2546	cadaver, carrion	1770	CARCASS	noun
2547	to be confident, at rest	168	REST	verb
2548	to be confident			
2549	to spread, to expand, to extend; to throw somebody down upon his face; VII. to lie, to stretch oneself	38	SPREAD OUT	verb
2550	to buy	1869	BUY	verb
2551	womb, uterus	804	WOMB	noun
2552	intestins			
2553	to be tight	3053	TIGHT	adjective
2554	VII. to become lean, emaciated; VIII. to become poor, in want or need	2339	NEED (SOMETHING)	other
2555	to deceive, to slander	3230	DECEIVE	verb
2556	to slander	3641	SLANDER	verb
2557	to bring together			
2558	to own a share in a common fund			
2559	to mix, to associate, to unite in company	2017	MIX	verb
2560	to assemble, to come together	3638	ASSEMBLE (GET TOGETHER)	verb
2561	to cut, to tear	1432	CUT	verb
2562	to sever			
2563	to pick, gather grapes	2148	PICK	verb
2564	to separate, to detach, to tear	1359	SEPARATE	verb
2565	to be spoiled			
2566	(kind of) disease causing scales on the skin; leprosy	3624	LEPROSY	noun
2567	a pockmark or wart	2665	WART	noun
2568	scales on the bodies of serpents			
2569	leper, who has scaly skin			
2570	to be soft, moistened	1856	SOFT	adjective
2571	to soak, moisten	2069	SOAK (VERB)	verb
2572	crushed, loose earth			
2573	rotten	1728	ROTTEN	adjective
2574	to become sour; to become soft by reason of too much water	2229	BECOME SOUR	verb
2575	to prick, to puncture	1434	STAB	verb
2576	to pierce, to stitch	398	PIERCE	verb
2577	to be close, to join each other	1046	SHUT	verb
2578	thousand	1843	THOUSAND	numeral
2579	people, clan	302	CLAN	noun
2580	nation	789	PEOPLE	noun
2581	to put together			
2582	agreement, concord	3644	AGREEMENT	noun
2583	to pierce, to stab ?	398	PIERCE	verb
2584	punctured			
2585	to strike hard			
2586	to push	1452	PUSH	verb
2587	to push, to knock down	1452	PUSH	verb
2588	to push away			
2589	to push, to strike	1452	PUSH	verb
2590	to perish, to be wiped out; to push aside, to repulse	2865	DIE (FROM ACCIDENT)	verb
2591	to be good	1035	GOOD	adjective
2592	to be good, beautiful, to prosper, to be pleasing	1427	BEAUTIFUL	adjective
2593	to adorn, to embellish			
2594	to thresh; to trample	285	THRESH	verb
2595	to smash, to grind	1033	GRIND	verb
2596	to thresh; to trample down	285	THRESH	verb
2597	to trample			
2598	to tread, to trample; to thresh	285	THRESH	verb
2599	to step on, to trample, to crush underfoot	575	TREAD	verb
2600	to step, to open (the way)	2065	STEP (VERB)	verb
2601	to tread, to thrash	575	TREAD	verb
2602	to judge	1818	ADJUDICATE	verb
2603	to pleade one’s cause			
2604	a particular law, a statute, an ordinance, a law	1062	LAW	noun
2605	to judge, to sentence	1818	ADJUDICATE	verb
2606	to be lost, to perish	2865	DIE (FROM ACCIDENT)	verb
2607	to flee, to run away at random	956	FLEE	verb
2608	to put into, to join together			
2609	to be well-shaped, full, complete	1429	FULL	adjective
2610	to be sad, depressed	3973	DEPRESSED	adjective
2611	to be angry	2223	BE ANGRY	verb
2612	grieved			
2613	to be very sad			
2614	to become little, diminished ?			
2615	misery, hardship, toil	2553	MISERY	noun
2616	D. to oppress, to subdue			
2617	to become little, tiny			
2618	legs (as lower parts of body)	1297	LEG	noun
2619	upper or inner thigh			
2620	legs of a camel; lower body parts, ass	1862	DONKEY	noun
2621	to crush, to pound; to be ground finely, to be fine, minute	354	POUND	verb
2622	D. to pulverize, to crash			
2623	tiny; fine; weak	1601	WEAK	adjective
2624	to crush; to become fine through grinding	1520	CRUSH	verb
2625	to break, to crush; to knock; to be thin, slender, small, minute, fine	2396	KNOCK	verb
2626	to crush, to pound, to make fine	354	POUND	verb
2627	to contract			
2628	to bend over, to curl, to droop	2761	BEND (ONESELF)	verb
2629	to draw together, shut	1046	SHUT	verb
2630	to break off a piece			
2631	to split, to cut	1432	CUT	verb
2632	to trade in wine or beer	1639	BEER	noun
2633	to brew beer			
2634	female tavern keeper			
2635	to tipple			
2636	to buy wine in order to resell it			
2637	to blunt, to trim	379	BLUNT	adjective
