ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
4064	akkadian	to get up, to rise; to set out, to depart, to leave	tebû	tebû	t e b û		2077
3172	akkadian	to get well, to recover from sickness; to be alive, to stay alive	balāṭu	balaːtˤu	b a l aː tˤ u		1592
481	ps	to give	*ntn	ntn	n t n		124
482	akkadian	to give	nadānu	nadaːnu	n a d aː n u		124
483	ugaritic	to give	ytn	jtn	j t n		124
484	hebrew	to give	ntn	ntn	n t n		124
485	syriac	to give	ntl	ntl	n t l		124
2845	hebrew	to give a clear decision	prš	prʃ	p r ʃ		1316
779	ugaritic	to give a guarantee or pledge, stand surety for, leave a deposit	ˁrb	ʕrb	ʕ r b		348
2176	ugaritic	to give birth (to), bear	yld, wld	jld	j l d		901
2181	geez	to give birth, beget, bear (a child), conceive	walada	walada	w a l a d a		901
2178	hebrew	to give birth, to beget	yld	jld	j l d		901
51	akkadian	to give drink, to water, to irrigate	šaḳû	ʃaqˤû	ʃ a qˤ û		9
2927	ps	to give off vapour or fume	bḫr	bxr	b x r		1381
1874	hebrew	to glow, to burn (of intestines)	ḥmr	ħmr	ħ m r		778
3984	ps	to go around, to turn	*dwr	dwr	d w r		2020
782	arabic	to go away, to depart; to hide, to disappear; to be foreign or obscure	γrb	ɣrb	ɣ r b		348
602	arabic	to go away; to depart; to pass away; to shift	zwl	zwl	z w l		194
510	syriac	to go back, return; (pa.) to walk	hlk	hlk	h l k		133
2856	arabic	to go before, to precede the people or company of men	frṭ	frtˤ	f r tˤ		1318
642	ps	to go down	*wrd	wrd	w r d		257
643	akkadian	to go down	warādu	waraːdu	w a r aː d u		257
644	hebrew	to go down	yrd	jrd	j r d		257
645	geez	to go down	warada	warada	w a r a d a		257
3713	arabic	to go forth early in the morning	bkr	bkr	b k r		1832
646	ps	to go out	*wŝˀ̣	wɬʔ̣	w ɬ ʔ̣		261
647	akkadian	to go out	waṣû	wasˤû	w a sˤ û		261
652	geez	to go out	waṣ̂ˀa	waɬˤʔa	w a ɬˤ ʔ a		261
3988	arabic	to go round, to circle; to return	dwr	dwr	d w r		2020
479	ps	to go to and fro	*ṣyd/ṣwd	sˤjd	sˤ j d		117
663	ps	to go up	*ˁly/*ˁlw	ʕlj	ʕ l j		268
665	ugaritic	to go up, rise; to attack, assail, jump, launch oneself (upon)	ˁly	ʕlj	ʕ l j		268
4065	ugaritic	to go, leave, depart	tbˁ	tbʕ	t b ʕ		2077
4145	arabic	to go, to rove, to wander	mšy	mʃj	m ʃ j		2133
509	hebrew	to go, walk	hlk	hlk	h l k		133
507	akkadian	to go; to move; to proceed	alāku	alaːku	a l aː k u		133
2187	ugaritic	to grasp, to put pressure on (caus.)	ṣḳ	sˤqˤ	sˤ qˤ		932
3128	geez	to grasp, to take hold of, to lay hands on	ṣ̂abaṭa	ɬˤabatˤa	ɬˤ a b a tˤ a		1573
2605	ps	to grind	*ṭḥn	tˤħn	tˤ ħ n		1064
2607	ugaritic	to grind	ṭḥn	tˤħn	tˤ ħ n		1064
2608	hebrew	to grind	ṭḥn	tˤħn	tˤ ħ n		1064
2609	syriac	to grind	ṭḥn	tˤħn	tˤ ħ n		1064
2610	arabic	to grind	ṭḥn	tˤħn	tˤ ħ n		1064
2606	akkadian	to grind into flour	ṭênu	tˤênu	tˤ ê n u		1064
2314	geez	to groan, sigh	nǝhka, nahaka, nǝḥka	nǝhka	n ə h k a		973
568	akkadian	to grow (in size or age)	šâḫu	ʃâxu	ʃ â x u		161
569	arabic	to grow old	šyḫ	ʃjx	ʃ j x		161
2652	hebrew	to grow ripe; to boil	bšl	bʃl	b ʃ l		1071
327	akkadian	to grow shoots, branches	ṣurrušu	sˤurruʃu	sˤ u r r u ʃ u		65
680	akkadian	to grow thickly, abundantly	šamāḫu	ʃamaːxu	ʃ a m aː x u		293
3655	arabic	to grow up, to become elevated, to occur	nšˀ	nʃʔ	n ʃ ʔ		1799
3976	syriac	to guard, to observe	nṭr	ntˤr	n tˤ r		2018
931	geez	to guard, to watch, to keep safe	ˁaḳaba	ʕaqˤaba	ʕ a qˤ a b a		394
2327	ps	to gush forth	*nbˁ	nbʕ	n b ʕ		977
3991	ugaritic	to harness, to yoke, to bind	ṣmd	sˤmd	sˤ m d		2021
4018	akkadian	to have	išû	iʃû	i ʃ û		2032
611	arabic	to have a breast disease	ǯwy	gwj	g w j		199
2275	ps	to have a disease causing fall of hair	*ḳrd	qˤrd	qˤ r d		966
2791	ps	to have a nose with a cut-off tip; have a slit lip	*ŝrm	ɬrm	ɬ r m		1208
2238	arabic	to have a swollen belly	ḥbṭ	ħbtˤ	ħ b tˤ		951
2237	akkadian	to have cramps (said of internal abdominal and other muscles)	ebēṭu	ebeːtˤu	e b eː tˤ u		951
2786	ps	to have grey hair	*ŝyb	ɬjb	ɬ j b		1207
2379	akkadian	to have illicit sexual intercourse, to fornicate	nâku	nâku	n â k u		995
1872	ps	to have indigestion	*ḥmr	ħmr	ħ m r		778
1873	akkadian	to have indigestion	emēru	emeːru	e m eː r u		778
2269	ps	to have inflammation	*ḳdḥ	qˤdħ	qˤ d ħ		964
2167	geez	to have intercourse	tarākaba	taraːkaba	t a r aː k a b a		897
4081	arabic	to have little (or no) intelligence	γbw/y	ɣbw	ɣ b w		2085
662	arabic	to have mercy, pity, compassion	rḥm	rħm	r ħ m		266
2286	arabic	to have no hair	ǯrd	grd	g r d		967
2293	ps	to have sexual desire; discharge sperm, exude vaginal secretion	*mny	mnj	m n j		972
2378	ps	to have sexual intercourse	*nyk	njk	n j k		995
4172	ps	to heap up, to accumulate	*kmr	kmr	k m r		2144
4173	akkadian	to heap up, to pile up	kamāru	kamaːru	k a m aː r u		2144
4174	geez	to heap, to accumulate	kamara	kamara	k a m a r a		2144
118	ps	to hear	*šmˁ	ʃmʕ	ʃ m ʕ		26
120	ugaritic	to hear	šmˁ	ʃmʕ	ʃ m ʕ		26
123	geez	to hear	samˁa	samʕa	s a m ʕ a		26
122	syriac	to hear, listen to; to hearken; to obey	šmˁ	ʃmʕ	ʃ m ʕ		26
119	akkadian	to hear, to listen, to obey	šemû	ʃemû	ʃ e m û		26
121	hebrew	to hear; to obey; to understand	šmˁ	ʃmʕ	ʃ m ʕ		26
3794	arabic	to hide, to insert one thing into another, to impress	šym	ʃjm	ʃ j m		1871
2510	ps	to hire	*ˀgr	ʔgr	ʔ g r		1040
2511	arabic	to hire; to be hired	ˀǯr	ʔgr	ʔ g r		1040
467	akkadian	to hit, to wound, to strike	maḫāṣu	maxaːsˤu	m a x aː sˤ u		111
4091	akkadian	to hold back, to withhold	kalû	kalû	k a l û		2088
4090	ps	to hold, to restrain	*klˀ	klʔ	k l ʔ		2088
4106	ps	to honour	*hdr	hdr	h d r		2094
4108	hebrew	to honour, to adorn	hdr	hdr	h d r		2094
1912	arabic	to increase, augment	rbw	rbw	r b w		790
4152	arabic	to increase, to exceede	rdy	rdj	r d j		2135
3596	ps	to insult	*pry	prj	p r j		1754
3597	akkadian	to insult	parû	parû	p a r û		1754
50	ps	to irrigate, to quench one’s thirst	*šḳy	ʃqˤj	ʃ qˤ j		9
2241	ps	to itch, scratch (oneself)	*ḥkk	ħkk	ħ k k		952
2246	geez	to itch, to scratch, to rub	ḥakaka	ħakaka	ħ a k a k a		952
2150	ps	to join, to put together	*rˁw	rʕw	r ʕ w		891
3982	arabic	to journey	ṯ̣ˁn	θˤʕn	θˤ ʕ n		2019
3924	ps	to judge	*dyn	djn	d j n		1991
3925	akkadian	to judge	diānu	diaːnu	d i aː n u		1991
3926	ugaritic	to judge	dyn	djn	d j n		1991
3928	syriac	to judge	dān	daːn	d aː n		1991
3930	geez	to judge, to sentence	dyna	djna	d j n a		1991
504	arabic	to jump	wṯb	wθb	w θ b		131
4092	geez	to keep back	kalˀa	kalʔa	k a l ʔ a		2088
492	arabic	to keep in a place, to remain, to continue	ˀrk	ʔrk	ʔ r k		125
4193	arabic	to kick, to strike with a leg; to run	rkḍ	rkdˤ	r k dˤ		2162
468	ugaritic	to kill	mḫṣ	mxsˤ	m x sˤ		111
3736	ps	to kiss	*nšḳ	nʃqˤ	n ʃ qˤ		1850
3737	akkadian	to kiss	našāḳu	naʃaːqˤu	n a ʃ aː qˤ u		1850
3738	ugaritic	to kiss	nšḳ	nʃqˤ	n ʃ qˤ		1850
3739	hebrew	to kiss	nšḳ	nʃqˤ	n ʃ qˤ		1850
3740	syriac	to kiss; to come into contact (of water)	nšḳ	nʃqˤ	n ʃ qˤ		1850
2630	ps	to knead	*lwš	lwʃ	l w ʃ		1068
2631	akkadian	to knead	lâšu	lâʃu	l â ʃ u		1068
2632	hebrew	to knead	lwš	lwʃ	l w ʃ		1068
2633	syriac	to knead	lwš	lwʃ	l w ʃ		1068
2635	geez	to knead	losa	losa	l o s a		1068
155	arabic	to kneel	bārikat-­	baːrikat-	b aː r i k a t		31
400	ps	to know	*wdˁ, *ydˁ	wdʕ	w d ʕ		90
401	akkadian	to know	idû	idû	i d û		90
403	ugaritic	to know	ydˁ	jdʕ	j d ʕ		90
404	hebrew	to know	ydˁ	jdʕ	j d ʕ		90
406	syriac	to know	ydˁ	jdʕ	j d ʕ		90
405	syriac	to know; to discern, recognize; to cohabit with	ˀdˁ	ʔdʕ	ʔ d ʕ		90
3792	hebrew	to lay down, set down, arrange, fix	ŝym	ɬjm	ɬ j m		1871
2221	syriac	to lead	hdy	hdj	h d j		947
793	syriac	to lead; to deilver; to translate	ybl	jbl	j b l		353
3162	akkadian	to lean against sth, to stand by; to place	emēdu	emeːdu	e m eː d u		1590
1885	ps	to leave	*šyt	ʃjt	ʃ j t		783
3008	ps	to leave	*ˁḏb	ʕðb	ʕ ð b		1501
3011	hebrew	to leave, abandon; to leave behind; to let go	ˁzb	ʕzb	ʕ z b		1501
738	hebrew	to let loose	šry	ʃrj	ʃ r j		338
315	ps	to lick	*lḥš	lħʃ	l ħ ʃ		63
317	arabic	to lick	lḥs	lħs	l ħ s		63
3567	akkadian	to lie across	parāku	paraːku	p a r aː k u		1744
699	syriac	to lie at rest, to keep quiet	škt	ʃkt	ʃ k t		321
199	akkadian	to lie down	niālu	niaːlu	n i aː l u		42
691	arabic	to lie down (animals)	rbḍ	rbdˤ	r b dˤ		315
690	hebrew	to lie down, rest (of animals) (mostly of animals); to lurk	rbṣ	rbsˤ	r b sˤ		315
687	ps	to lie down, to rest (mostly of animals)	*rbṣ̂	rbɬˤ	r b ɬˤ		315
688	akkadian	to lie down; to be at peace; to lurk	rabāṣu	rabaːsˤu	r a b aː sˤ u		315
1937	ps	to lift, to carry	*zbl	zbl	z b l		796
3171	ps	to live, to escape	*blṭ	bltˤ	b l tˤ		1592
3979	ps	to load	*ṯ̣ˁn	θˤʕn	θˤ ʕ n		2019
3980	akkadian	to load	ṣênu	sˤênu	sˤ ê n u		2019
3983	geez	to load	ṣaˁana	sˤaʕana	sˤ a ʕ a n a		2019
1861	ugaritic	to look at	ˀmr	ʔmr	ʔ m r		776
3972	ps	to look at	*nṯ̣r	nθˤr	n θˤ r		2018
3977	arabic	to look at	nḏ̣r	nðˤr	n ðˤ r		2018
3978	geez	to look at	naṣṣara	nasˤsˤara	n a sˤ sˤ a r a		2018
3828	akkadian	to look for, search, to probe; to seek out someone	šeˀû	ʃeʔû	ʃ e ʔ û		1909
713	akkadian	to look for, to search for	buˀû	buʔû	b u ʔ û		327
712	ps	to look for; to search; to examine	*bγy	bɣj	b ɣ j		327
739	syriac	to loosen	šry	ʃrj	ʃ r j		338
3133	ps	to love	*rˀm	rʔm	r ʔ m		1577
3134	akkadian	to love	râmu	râmu	r â m u		1577
3933	ps	to love	*wdd	wdd	w d d		1993
4157	arabic	to love a thing, to be attached to it; to bind, to hang	šnḳ	ʃnqˤ	ʃ n qˤ		2136
3135	arabic	to love, to be affected, inclined to	rˀm	rʔm	r ʔ m		1577
2294	akkadian	to love, to become fond of so.	menû	menû	m e n û		972
1934	akkadian	to make a ditch, to excavate	ḫaṭāṭu	xatˤaːtˤu	x a tˤ aː tˤ u		795
1936	arabic	to make a mark upon the ground	ḫṭṭ	xtˤtˤ	x tˤ tˤ		795
3700	arabic	to make a notch or incision	frḍ	frdˤ	f r dˤ		1828
1390	arabic	to make a rope of two strands, or distinct yarns or twists	brm	brm	b r m		579
620	hebrew	to make a sacrifice, to go up in smoke	ḳṭr	qˤtˤr	qˤ tˤ r		204
3574	arabic	to make a separation	frq	frq	f r q		1746
3699	hebrew	to make a split, a breach	prṣ	prsˤ	p r sˤ		1828
194	hebrew	to make incisions upon oneself	gdd	gdd	g d d		39
408	geez	to make know, inform	ˀaydəˁa	ʔajdəʕa	ʔ a j d ə ʕ a		90
3990	akkadian	to make ready, to yoke, harness, to attach	ṣamādu	sˤamaːdu	sˤ a m aː d u		2021
3763	akkadian	to make ritually clean, to purify	ḳuddušu	qˤudduʃu	qˤ u d d u ʃ u		1864
1829	ugaritic	to make spells or incantations	ḥrš	ħrʃ	ħ r ʃ		762
4038	geez	to make thin	ˀarḳaḳa	ʔarqˤaqˤa	ʔ a r qˤ a qˤ a		2045
4062	arabic	to manifest passionate love or desire	ṣbw	sˤbw	sˤ b w		2075
3761	arabic	to mark, stigmatize, brand	wsm	wsm	w s m		1863
3759	ps	to mark, to brand	*wšm	wʃm	w ʃ m		1863
2380	arabic	to marry a woman	nyk	njk	n j k		995
541	ugaritic	to meet, to run into	mṯ̣ˀ	mθˤʔ	m θˤ ʔ		148
2195	hebrew	to menstruate	dwy	dwj	d w j		939
4023	ps	to mention, to remember	*ḏkr	ðkr	ð k r		2040
4025	hebrew	to mention, to remember	zkr	zkr	z k r		2040
2822	syriac	to mingle, mix	bll	bll	b l l		1233
3687	arabic	to miss, to lose, not to find; V. visiter, examiner une chose, la considérer attentivement, y faire attention, en prendre soin (to visit, examine something, to consider it carefully, to pay attention to it, to take care of it)	fqd	fqd	f q d		1823
2819	ps	to mix	*bll	bll	b l l		1233
4049	ugaritic	to mix perfume	rḳḥ	rqˤħ	r qˤ ħ		2067
3876	arabic	to mix, to associate, to unite in company	ˀdm	ʔdm	ʔ d m		1956
2820	akkadian	to mix, to brew beer, to make an alloy, to knead (in the stative), to be spotted, variegated, to mix up, confuse, to pollute, to be numb	balālu	balaːlu	b a l aː l u		1233
4185	arabic	to mix, to mingle	rbk	rbk	r b k		2156
4182	ps	to mix, to stir	*rbk	rbk	r b k		2156
2310	arabic	to moan	nˀǯ	nʔg	n ʔ g		973
2824	arabic	to moisten	bll	bll	b l l		1233
2821	hebrew	to moisten; to mix up, to confound	bll	bll	b l l		1233
2163	akkadian	to mount, to mate	rakābu	rakaːbu	r a k aː b u		897
4144	akkadian	to move	namāšu	namaːʃu	n a m aː ʃ u		2133
1893	akkadian	to move in a circle	lawû	lawû	l a w û		786
603	geez	to move; be shaken; to swing; to be agitated	zalala	zalala	z a l a l a		194
3800	ps	to obstruct	*skr	skr	s k r		1880
2875	ps	to open	*ptḥ	ptħ	p t ħ		1326
2876	akkadian	to open	petû	petû	p e t û		1326
2877	ugaritic	to open	ptḥ	ptħ	p t ħ		1326
2879	syriac	to open	ptḥ	ptħ	p t ħ		1326
2880	arabic	to open	ftḥ	ftħ	f t ħ		1326
2881	geez	to open	fatḥa	fatħa	f a t ħ a		1326
2854	hebrew	to open wide, split	prṭ	prtˤ	p r tˤ		1318
535	syriac	to oppress, wrong; to accuse falsely	ṭlm	tˤlm	tˤ l m		145
2512	ps	to own	*bˁl	bʕl	b ʕ l		1041
3875	akkadian	to own a share in a common fund	adāmu	adaːmu	a d aː m u		1956
2220	hebrew	to pant in its sleep (dog)	hzy	hzj	h z j		947
741	geez	to pardon, to absolve, to forgive	saraya	saraja	s a r a j a		338
769	arabic	to pass away, to vanish	fny	fnj	f n j		347
4153	geez	to pay interest	radaya	radaja	r a d a j a		2135
369	geez	to peel, decorticate	ḳʷalafa	qˤʷalafa	qʷˤ a l a f a		78
1570	geez	to peel, to bark	laḥaṣa	laħasˤa	l a ħ a sˤ a		653
1927	ps	to perish	*ḫlḳ	xlqˤ	x l qˤ		794
1929	ugaritic	to perish	ḫlḳ	xlqˤ	x l qˤ		794
3909	geez	to perish, to be wiped out; to push aside, to repulse	daḥafa	daħafa	d a ħ a f a		1987
511	arabic	to perish, to become in a bad state; to die	hlk	hlk	h l k		133
3187	geez	to persevere, persist, last, stay	betata	betata	b e t a t a		1595
3219	geez	to pick (flowers), to pluck, to snap	ḳaṭafa	qˤatˤafa	qˤ a tˤ a f a		1605
3880	hebrew	to pick, gather grapes	bṣr	bsˤr	b sˤ r		1961
2882	ps	to pierce	*ptḫ	ptx	p t x		1328
3678	ps	to pierce	*plš	plʃ	p l ʃ		1819
3902	akkadian	to pierce	dakāšu	dakaːʃu	d a k aː ʃ u		1986
3679	akkadian	to pierce, bore, to break through, break into	palāšu	palaːʃu	p a l aː ʃ u		1819
3681	syriac	to pierce, break through	plš	plʃ	p l ʃ		1819
554	arabic	to pierce, to bore	nqb	nqb	n q b		152
553	syriac	to pierce, to make  a hole	nḳb	nqˤb	n qˤ b		152
3901	ps	to pierce, to stab ?	*dgš	dgʃ	d g ʃ		1986
3894	akkadian	to pierce, to stitch	takāpu	takaːpu	t a k aː p u		1984
2784	ps	to place	*škn	ʃkn	ʃ k n		1203
2785	akkadian	to place, to establish	šakānu	ʃakaːnu	ʃ a k aː n u		1203
3793	syriac	to place, to set up	sym	sjm	s j m		1871
2886	ps	to plait	*ptl	ptl	p t l		1329
3927	hebrew	to pleade one’s cause	dyn	djn	d j n		1991
4139	ps	to plough	*krb	krb	k r b		2132
4141	syriac	to plough	krb	krb	k r b		2132
4142	arabic	to plough, to prepare land for sowing	krb	krb	k r b		2132
3670	arabic	to plow, to cultivate	flḥ	flħ	f l ħ		1806
3214	ps	to pluck off	*ḳṭp	qˤtˤp	qˤ tˤ p		1605
3216	hebrew	to pluck off (twigs, ears of corn)	ḳṭp	qˤtˤp	qˤ tˤ p		1605
3217	syriac	to pluck off, collect, harvest	ḳṭp	qˤtˤp	qˤ tˤ p		1605
2276	akkadian	to pluck wool	ḳarādu	qˤaraːdu	qˤ a r aː d u		966
3215	akkadian	to pluck, to pick, to cut off	ḳatāpu	qˤataːpu	qˤ a t aː p u		1605
1833	geez	to practice sorcery	ḥarasa	ħarasa	ħ a r a s a		762
2712	akkadian	to pray to, to beseech, to supplicate	baˀālu	baʔaːlu	b a ʔ aː l u		1107
3206	arabic	to precede, go before, lead	qdm	qdm	q d m		1601
4047	ps	to prepare perfume	*rḳḥ	rqˤħ	r qˤ ħ		2067
4048	akkadian	to prepare perfume	ruqqû	ruqqû	r u q q û		2067
4050	hebrew	to prepare, mix spiced ointment	rḳḥ	rqˤħ	r qˤ ħ		2067
1564	akkadian	to press, to sqeeze out; to clean by combing	ḫalāṣu	xalaːsˤu	x a l aː sˤ u		653
3893	ps	to prick, to puncture	*tkb	tkb	t k b		1984
2827	arabic	to produce plants or herbs, to become green, to put forth their buds (trees)	bql	bql	b q l		1235
2219	akkadian	to produce unnatural sounds	azû	azû	a z û		947
1826	arabic	to protect, defend	ḥmy	ħmj	ħ m j		761
4158	ps	to protect, guard	*ḏmr	ðmr	ð m r		2137
4159	ugaritic	to protect, guard	ḏmr	ðmr	ð m r		2137
3974	ugaritic	to protect, guard; to watch out	nγr	nɣr	n ɣ r		2018
54	geez	to provide enough water	saḳaya	saqˤaja	s a qˤ a j a		9
4096	akkadian	to provide with a headdress, to put a covering on someone's head	apāru	apaːru	a p aː r u		2090
480	akkadian	to prowl, to make one’s rounds, to turn about	ṣâdu	sˤâdu	sˤ â d u		117
1569	arabic	to pull out the eye together with the fat (of a slaughtered camel)	lḫṣ	lxsˤ	l x sˤ		653
4134	ps	to pull, to drag	*grr	grr	g r r		2131
2883	akkadian	to puncture, to pierce	patāḫu	pataːxu	p a t aː x u		1328
3559	hebrew	to purge out	brr	brr	b r r		1739
3562	geez	to purify, to make white	barra	barra	b a r r a		1739
3905	ps	to push	*dḥp	dħp	d ħ p		1987
3907	hebrew	to push away	dḥp	dħp	d ħ p		1987
3906	akkadian	to push, to knock down	daˀāpu	daʔaːpu	d a ʔ aː p u		1987
3908	arabic	to push, to strike	dhf	dhf	d h f		1987
4113	arabic	to put a ring or a collar of iron upon the neck or manacle on the hand	γll	ɣll	ɣ l l		2095
4181	arabic	to put a sword in a sheath or scabbard	γmd	ɣmd	ɣ m d		2153
4074	arabic	to put in a sheath	γlf	ɣlf	ɣ l f		2083
601	arabic	to put in the state of agitation	zlzl	zlzl	z l z l		194
3934	geez	to put into, to join together	wadda	wadda	w a d d a		1993
3221	akkadian	to put on clothing; to clothe oneself; to clothe somebody; to cover	labāšu	labaːʃu	l a b aː ʃ u		1606
3225	arabic	to put on, to wear	lbs	lbs	l b s		1606
3899	arabic	to put together	lˀm	lʔm	l ʔ m		1985
3010	ugaritic	to put, place, arrange	ˁdb	ʕdb	ʕ d b		1501
2474	akkadian	to rage, to be rabid	šegû	ʃegû	ʃ e g û		1025
1269	akkadian	to rain	zanānu	zanaːnu	z a n aː n u		541
1940	hebrew	to raise	zbl	zbl	z b l		796
4175	ps	to raise	*zḳp	zqˤp	z qˤ p		2145
4177	hebrew	to raise	zḳp	zqˤp	z qˤ p		2145
3653	ugaritic	to raise, lift, help up; to carry; to wear	nšˀ	nʃʔ	n ʃ ʔ		1799
3651	ps	to raise, to lift	*nŝˀ	nɬʔ	n ɬ ʔ		1799
4127	geez	to rake up, to sweep up	ḥafaŝa	ħafaɬa	ħ a f a ɬ a		2128
2707	ugaritic	to ransom, to redeem	pdy	pdj	p d j		1104
538	ps	to reach	*mṯ̣ˀ	mθˤʔ	m θˤ ʔ		148
542	hebrew	to reach, to meet, to find	mṣˀ	msˤʔ	m sˤ ʔ		148
737	ugaritic	to release	šry	ʃrj	ʃ r j		338
3571	ugaritic	to release, to unknit	prḳ	prqˤ	p r qˤ		1746
1886	akkadian	to remain, to be left over; to leave	šêtu	ʃêtu	ʃ ê t u		783
4026	syriac	to remember	dkr	dkr	d k r		2040
4027	arabic	to remember	ḏkr	ðkr	ð k r		2040
4028	geez	to remember, recall, mention	zakara	zakara	z a k a r a		2040
3573	syriac	to remove	prḳ	prqˤ	p r qˤ		1746
2836	akkadian	to report, to bring (good) news	bussuru	bussuru	b u s s u r u		1312
3733	ugaritic	to request, wish, demand, claim	ˀrš	ʔrʃ	ʔ r ʃ		1847
689	ugaritic	to rest, lie down	rbṣ	rbsˤ	r b sˤ		315
3811	arabic	to restrain; to curse; to destroy; to perish	ṯbr	θbr	θ b r		1881
2919	arabic	to return, to come back	bwˀ	bwʔ	b w ʔ		1377
714	ugaritic	to reveal, to show	bγy	bɣj	b ɣ j		327
1377	arabic	to revile, to utter evil speech; III. to plead in defense of someone	rǯm	rgm	r g m		571
2166	arabic	to ride	rkb	rkb	r k b		897
2162	ps	to ride; to (be) join(ed), connect(ed); to mount	*rkb	rkb	r k b		897
2165	syriac	to ride; to mount; to leap upon, sexually copulate with	rkb	rkb	r k b		897
2231	geez	to ridicule, mock, make fun of, jeer at	hawlaya	hawlaja	h a w l a j a		948
2653	syriac	to ripen	bšl	bʃl	b ʃ l		1071
3657	geez	to rise up	tanŝəˀa	tanɬəʔa	t a n ɬ ə ʔ a		1799
4176	akkadian	to rise up; to plant; to impale	zaḳāpu	zaqˤaːpu	z a qˤ aː p u		2145
4178	syriac	to rise up; to suspend, hang	zḳp	zqˤp	z qˤ p		2145
1842	akkadian	to roar	naˀāru	naʔaːru	n a ʔ aː r u		766
4009	ps	to roast	*ḳly	qˤlj	qˤ l j		2027
2634	arabic	to roll a morsel of food in melted fat	lwṯ	lwθ	l w θ		1068
2514	akkadian	to rule	beˀālu, bêlu, peˀālu, pêlu	beʔaːlu	b e ʔ aː l u		1041
3768	geez	to sanctify, declare holy, perform sacred offices, celebrate Mass	ḳaddasa	qˤaddasa	qˤ a d d a s a		1864
3780	ps	to saw	*wŝr	wɬr	w ɬ r		1867
3784	syriac	to saw	nsr	nsr	n s r		1867
3785	arabic	to saw	wšr	wʃr	w ʃ r		1867
3786	geez	to saw	waŝara	waɬara	w a ɬ a r a		1867
3783	hebrew	to saw, to plane	nsr	nsr	n s r		1867
1376	ugaritic	to say	rgm	rgm	r g m		571
2714	geez	to say	bəhla	bəhla	b ə h l a		1107
2823	arabic	to scatter, to disperse	blbl	blbl	b l b l		1233
2874	geez	to scintillate, to flash, to redden	tabāraṣa	tabaːrasˤa	t a b aː r a sˤ a		1322
1023	akkadian	to scrape off	ḫalāšu	xalaːʃu	x a l aː ʃ u		472
2284	syriac	to scrape off; to erase; to take away	grd	grd	g r d		967
2281	ps	to scrape, remove hair by scraping	*grd	grd	g r d		967
2244	syriac	to scrape, to itch	ḥkk	ħkk	ħ k k		952
2242	akkadian	to scratch	ekēku	ekeːku	e k eː k u		952
2243	hebrew	to scratch	ḥākak	ħaːkak	ħ aː k a k		952
2245	arabic	to scratch, scrape, rub, grate	ḥkk	ħkk	ħ k k		952
4126	hebrew	to search out	ḥpŝ	ħpɬ	ħ p ɬ		2128
81	ugaritic	to see	ˁn	ʕn	ʕ n		19
623	ps	to see	*ḥḏy/*ḥzy	ħðj	ħ ð j		206
626	syriac	to see	ḥzy	ħzj	ħ z j		206
1859	ps	to see	*ˀmr	ʔmr	ʔ m r		776
1860	akkadian	to see	amāru	amaːru	a m aː r u		776
1862	hebrew	to see	ˀmr	ʔmr	ʔ m r		776
625	hebrew	to see, behold	ḥzy	ħzj	ħ z j		206
624	ugaritic	to see, to look, to observe	ḥdy	ħdj	ħ d j		206
718	arabic	to seek, to desire	bγy	bɣj	b ɣ j		327
3126	hebrew	to seize	ṣbṭ	sˤbtˤ	sˤ b tˤ		1573
3124	akkadian	to seize, take hold of sth/smb	ṣabātu	sˤabaːtu	sˤ a b aː t u		1573
3123	ps	to seize, take hold of, catch	*ṣ̂bṭ	ɬˤbtˤ	ɬˤ b tˤ		1573
1025	arabic	to seize, to carry off by force, to take hastily, to snatch away	ḫls	xls	x l s		472
3797	hebrew	to seize, to grasp	ˀḥz	ʔħz	ʔ ħ z		1872
2922	akkadian	to select, choose; to examine	baˀāru	baʔaːru	b a ʔ aː r u		1379
2923	akkadian	to select; to levy (troops)	beḫēru	bexeːru	b e x eː r u		1379
772	geez	to send away	fannawa	fannawa	f a n n a w a		347
2930	arabic	to send up its fume, vapor, steam (the cooking pot)	bḫr	bxr	b x r		1381
2976	ps	to send, to stretch out	*šlḥ	ʃlħ	ʃ l ħ		1426
3252	akkadian	to send; to drive out, drive away, send away; to expel	ṭarādu	tˤaraːdu	tˤ a r aː d u		1614
3570	akkadian	to separate	parāḳu	paraːqˤu	p a r aː qˤ u		1746
3881	geez	to separate, to detach, to tear	baṣara	basˤara	b a sˤ a r a		1961
3569	ps	to separate, to divide	*prḳ	prqˤ	p r qˤ		1746
743	akkadian	to set afire, to kindle, to burn	ḳâdu	qˤâdu	qˤ â d u		341
4063	ps	to set out, to depart	*tbˁ	tbʕ	t b ʕ		2077
3790	ps	to set, lay down	*ŝym	ɬjm	ɬ j m		1871
3795	geez	to set, set in order, put, place, charge, promote, consecrate	ŝema	ɬema	ɬ e m a		1871
3879	ugaritic	to sever	bṣr	bsˤr	b sˤ r		1961
2847	syriac	to sever, sunder, break	prš	prʃ	p r ʃ		1316
2133	arabic	to sew the edge; refrain	kff	kff	k f f		863
598	ps	to shake; to move; to jump	*zl	zl	z l		194
3809	hebrew	to shatter, smash	šbr	ʃbr	ʃ b r		1881
1677	geez	to shell, husk	farra	farra	f a r r a		705
3530	akkadian	to shine	barāḫu	baraːxu	b a r aː x u		1730
2142	ps	to shine, to be bright	*ṣḥw/*ṣ̂ḥw	sˤħw	sˤ ħ w		869
