ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID
	PS	kind of wild cat	*ˁVrw/y-		(SED II No. 41)	1609
21668	Arabic	lion	ˁurwat-		(BK 2 238, Lane 2029)	1609
	PS	kind of bird	*ˁVsVb-		(SED II №42)	1610
21672	Akkadian	ein Vogel (a bird)	usābu		(AHw. 1437)	1610
21673	Arabic	a species of partrige	yaˁsūb-		(BK 2 249, Lane 2041)	1610
	PS	kid	*ˁayp-, *pa(y)ˁ-		(SED II No. 49)	1612
21687	Arabic	chevreau (kid)	faˁfaˁ-		(BK 2 614)	1612
	PS	to slaughter	*ṭbḥ/*ṭbḫ		(CDG 586; HALOT 368)	1613
21704	Akkadian	to slaughter, butcher; to slit the throat	ṭabāḫu		(CAD Ṭ 1; AHw 1375)	1613
21719	Hebrew	to slaughter; to kill off	ṭbḥ		(HALOT 368)	1613
20163	Arabic	to cook	ṭbḫ		(Lane 1821)	1613
21705	Geez	to slaughter, slay, kill, cut up, sacrifice, skin	ṭabḥa		(CDG 585)	1613
	PS	to drive away, to expel	*ṭrd		(HALOT 379)	1614
21711	Akkadian	to send; to drive out, drive away, send away; to expel	ṭarādu		(CAD Ṭ 50; AHw)	1614
21710	Arabic	to drive away, expel, banish	ṭrd		(Lane 1838)	1614
	PS	bird of prey	*ˁVz-		(SED II No. 51)	1616
21720	Hebrew	name of a bird, prob. black eagle	ˁōz		(Jastrow 1049, Levy III 626)	1616
21721	Syriac	heron	ˁizyā		(LSyr. 519, SL 1095)	1616
21722	Arabic	eagle	ˁazīzat-		(BK 2 241, Lane 2032)	1616
	PS	owl	*bVˀ(w)-, *būh-		(SED II No. 52)	1617
21723	Hebrew	nightbird, owl	bā(ˀ)wāt		(Jastrow 135)	1617
16546	Syriac	hoopoe; owl	baˀwā, bawwā		(LSyr. 62, SL 114)	1617
16528	Arabic	owl	būh-, būm-		(LA 13 479, Lane 278)	1617
	PS	kind of insect or worm	*bik(ʷ)ay-, *bukay-		(SED II No. 57)	1618
15241	Akkadian	pestle	bukānu		(CAD B 308, AHw. 136)	1618
21728	Hebrew	name of a spider	bīkay		(Jastrow 161)	1618
21727	Hebrew	the spider	bukyā		(Jastrow 145, Levy I 198)	1618
	PS	large wild beast	*hVm/wām-		(SED II No. 93)	1619
21738	Akkadian	animals	umāmu		(AHw. 1412)	1619
21739	Arabic	lion	hawwām		(BK 2 1460)	1619
	PS	spider	*hatatVw/y-at-		(SED II No. 94)	1620
6024	Akkadian	spider	ettūtu		(CAD E 396, AHw. 263)	1620
	PS	kind of insect	*mVḳ(Vḳ)-		(SED II No. 150)	1623
21762	Akkadian	a louse affecting cloth, animals and people; a moth	miḳḳānu		(CAD M₂ 102, AHw. 657)	1623
21763	Arabic	flying ant species	mūq		(BK 2 1168, LA 10 351)	1623
	PS	a large wild cat	*mV(n)dīn-		(SED II No. 151)	1624
21765	Akkadian	tiger (?)	mindinu		(CAD M₂ 85, AHw. 655)	1624
21766	Arabic	lion	ˀal-madīn-		(BK 2 1079)	1624
	PS	kind of insect	*mVs/ŝVṭ-		(SED II No. 154)	1625
21772	Syriac	nonwinged locust; wood worm; caterpiller	māšōṭā		(LSyr. 407, SL 842)	1625
21769	Geez	termite; white ant	məŝəṭ		(CDG 369)	1625
	PS	ostrich	*nu/aˁ(ā)m-		(SED II No. 155)	1626
21777	Hebrew	ostrich	noˁŏmīt		(Jastrow 920)	1626
21780	Syriac	ostrich	naˁāmā		(LSyr. 435, SL 928)	1626
8358	Arabic	ostrich	naˁāmat-		(BK 2 1298, Lane 3035)	1626
	PS	'young of animals, larva'	*ḥarSap-		(SED II No. 104)	1628
21792	Akkadian	(kind of worms or larvae)	ḫarsapnu		(CAD Ḫ 115, AHw. 328)	1628
21794	Arabic	baby animals and birds or small creatures	ḥaršaf-		(BK 1 408)	1628
	PS	kind of bird	*nVγVr-		(SED II No. 158)	1629
21793	Akkadian	a bird	nēru		(CAD N₂ 178)	1629
21795	Arabic	nightingale; sparrowchick	nuγar-		(BK 2 1301, Lane 2817)	1629
	PS	young camel	*ḥVwār-		(SED II No. 106)	1630
22704	Arabic	a young camel when just born	ḥuwār-, ḥiwār-		(BK 1 511, Lane 666, LA IV 221)	1630
	PS	swarm of bees	*nVḥl-		(SED II No. 160)	1631
21798	Hebrew	beehive, also the bees of a hive; swarm	nāḥīl		(Jastrow 894)	1631
18333	Arabic	bee; bees	naḥl-		(BK II 1216)	1631
	PS	kind of bird	*ḫVl-		(SED II No. 107)	1632
21804	Hebrew	phoenix	ḥōl		(HALOT 297, Jastrow 433)	1632
21805	Arabic	white hawk regarded as of evil omen	ˀaḫyal-		(BK 1 658, Lane 836)	1632
	PS	kind of insect	*ḫaml-, *ḫVlVm-		(SED II No. 109)	1633
21809	Akkadian	a locust	ḫilammu		(CAD Ḫ 184, AHw. 345)	1633
	PS	kind of bird	*nVḳVr-		(SED II No. 162)	1634
21815	Arabic	kind of bird, somewhat like a sparrow	naqqār-		(BK 2 1323)	1634
	PS	kind of small bird	*bVl-		(SED II No. 60)	1635
21837	Akkadian	a species of crested bird	bulīlu		(CAD B 310, AHw. 137)	1635
21838	Arabic	nightingale	bulbul-		(BK 1 157, Lane 245)	1635
	PS	kind of bird	*bar-		(SED II No. 61)	1636
21840	Hebrew	a bird fattened to be eaten by king Solomon	barbūr		(HALOT 154)	1636
	PS	kind of insect	*bur-		(SED II No. 62)	1637
21847	Akkadian	caterpillar, insect larva	burtu (or būrtu)		(AHw. 141, CAD B 333)	1637
	PS	bird of prey	*daˀy(-at)-		(SED II No. 64)	1639
21872	Ugaritic	raptor, conventionally “hawk”	dˀiy		(DUL 259)	1639
21873	Hebrew	red kite	dāˀā		(HALOT 207)	1639
21874	Hebrew	unclean bird of prey (frequenting ruins)	dayyā		(HALOT 220)	1639
21878	Syriac	kite	daytā, dayway		(LSyr. 150, SL 293)	1639
21880	Arabic	épithète du corbeau (epithet of the raven)	daˀyat-		(BK 1 661, Lane 840)	1639
	PS	cricket	*nVṣVr-		(SED II No. 167)	1640
21893	Hebrew	cricket	nēṣär		(Jastrow 930, Levy III 431)	1640
21894	Syriac	cricket; sucker	nāṣorā		(LSyr. 444, SL 942)	1640
	PS	kind of a bird	*na/iṣ(ṣ)-		(SED II No. 168)	1641
21898	Akkadian	a bird	naṣnaṣu		(CAD N₂ 49, AHw 757)	1641
21899	Ugaritic	bird, wild bird (perhaps a raptor, esp. 'hawk, falcon')	nṣ		(DUL 646)	1641
21901	Hebrew	falcon	nēṣ		(HALOT 714)	1641
21905	Syriac	hawk	neṣṣā		(LSyr. 442, SL 938)	1641
21906	Arabic	female sparrow	naṣṣat-		(BK 2 1267)	1641
	PS	yearling foal, small of domestic animals	*pVlw/y-		(SED II No. 174)	1642
21913	Arabic	foal	filw-		(BK 2 634, Lane 2445)	1642
	PS	viscera	*di/arṣ-			1643
21914	Arabic	foetus (de chat, de lièvre, de hérisson, de gerboise) (fetus (cat, hare, hedgehog, jerkin)	darṣ-, dirṣ-		(BK 1 689)	1643
	PS	fat; fatness	*dVšm/n-		(SED II No. 60)	1644
21920	Hebrew	fatness	däšän		(HALOT 234)	1644
21921	Hebrew	fat pasture ground	dōšän		(Jastrow 291)	1644
21925	Arabic	être gras (to be fat)	dsm		(BK 1 697)	1644
21926	Arabic	qualité d'un aliment gras (quality of a fatty food)	dasam­-		(BK 1 697)	1644
21927	Arabic	très gras (very fat)	ˀadsam-		(BK 1 697)	1644
	PS	kind of insect, louse	*pVl(y)-		(SED No. 175)	1645
5985	Akkadian	parasite, louse	uplu		(CAD U–W 180, AHw. 1423)	1645
21928	Arabic	kind of insect similar to the scarab marked with black and white spots which usually accompanies or precedes scorpions or vipers	fāliyat-		(BK 2 635, Lane 2446, LA XV 164)	1645
	PS	kind of bird (hen, quail)	*parg-		(SED No. 178)	1646
21929	Hebrew	young poultry	pargīt		(Jastrow 1214)	1646
21937	Syriac	chick	parrūgā		(LSyr. 591, SL 1230)	1646
	PS	kind of bird	*pVrpVr-, *parr/w-		(SED II No. 180)	1647
21945	Syriac	quail; sparrow?	parpūrā		(LSyr. 605, SL 1249)	1647
21946	Arabic	kind of small aquatic bird	firfir-		(BK 2 582, Lane 2357)	1647
21947	Geez	quail	fərfərt		(CDG 165, LLA 1357, SLLA 383)	1647
	PS	tail, back	*ḏ/zVb(b)-(ān)­­		(SED I No. 62)	1649
21971	Arabic	queue; toupet (tail; toupee)	ḏuˀābat-		(BK 1 760)	1649
21970	Arabic	queue (tail)	ḏubābat-		(BK 1 763)	1649
21972	Geez	back, back part, tail, border	zabān		(CDG 631)	1649
	PS	goose, crane	*kurkiy-		(SED II No. 117)	1650
11591	Akkadian	goose	kurkû		(CAD K 561, AHw. 510)	1650
22712	Syriac	grus (grue)	kurkəyā		(LSyr. 346, PS 1826)	1650
11590	Arabic	Numidian crane	kurkiyy-		(BK 2 888, Lane 2999)	1650
21983	Geez	crane	korki		(CDG 291, LLA 838)	1650
21982	Geez	crane	kʷarāki		(CDG 291, LLA 838)	1650
	PS	wing	*gadp-		(SED I No. 74)	1651
21992	Arabic	aile (d'un oiseau) (wing (of a bird)	miǯdāf-		(BK 1 265)	1651
	PS	prepuce, clitoris	*gilˁ-		(SED I No. 76)	1652
21998	Syriac	foreskin	gəlaˁtā		(LSyr. 119, SL 239)	1652
21999	Arabic	oter, enlever le prépuce (dans la circoncision) (to take off, remove the foreskin (in circumcision)	ǯlˁ		(BK 1 316)	1652
	PS	(piece of) skin	*gu/alb-		(SED I No. 77)	1653
22004	Arabic	dépouille, peau ôtée (body, skin removed)	ǯulb-		(BK 1 310)	1653
22003	Arabic	peau mince qui couvre la plaie en voie de guérison (thin skin that covers the healing wound)	ǯulbat-		(BK 1 310)	1653
	PS	to weep	*bky		(EDA I 148)	1654
22725	Akkadian	to weep	bakû		(CAD B 35, AHw 97)	1654
22053	Ugaritic	to weep	bky		(DUL 217)	1654
22054	Hebrew	to weep	bky		(HALOT 129)	1654
22060	Syriac	to weep, cry	bky		(LSyr. 73, SL 152)	1654
22064	Arabic	to weep	bky		(Lane 242)	1654
22065	Geez	to weep	bakaya		(CDG 94)	1654
	PS	skin; peel; scales; test	*gVl(a)p­at-		(SED I No. 80)	1655
22012	Syriac	crab shell	glāptā		(LSyr. 119, SL 239)	1655
22013	Arabic	peau d'une bête ôtée et vidée (skin of an animal removed and emptied)	ǯilf-		(BK 1 317)	1655
22014	Arabic	morceau de peau enlevée (piece of skin removed)	ǯulfat-		(BK 1 317)	1655
	PS	(long) hair, mane	*ga/umm(-at-)-		(SED I No. 81)	1656
22017	Arabic	toupet (toupee)	ǯummat-		(BK 1 322)	1656
	PS	kind of insect	*dVg-		(SED II No. 67)	1657
22022	Arabic	grande nuée de sauterelles (large swarm of locusts)	dayaǯān-		(BK 1 756, LA II 277)	1657
	PS	kind of small creature	*dVlVl-		(SED II No. 68)	1658
22027	Akkadian	a small animal, probably a frog	dālilu		(CAD D 51, AHw. 1549)	1658
22028	Akkadian	a small animal, probably a frog	dallālu		(CAD D 52)	1658
	PS	kind of insect	*dim-		(SED II No. 69)	1659
22033	Akkadian	a locust or bird; eine Art Heuschrecke (kind of grasshopper)	dimītu		(CAD D 143, AHw. 170)	1659
22034	Arabic	pou; fourmi (louse; ant)	dimm-at-		(BK 1 728, Lane 910)	1659
	PS	(wild) cat	*dVm(V)m-		(SED II No. 70)	1660
22071	Akkadian	a wild animal; Gepard (cheetah)	dumāmu (tumāmu)		(CAD D 179, AHw. 175)	1660
22097	Geez	cat	dəmmat		(CDG 136, LLA 1086, SLLA 315)	1660
	PS	kind of bird	*dVrr-		(SED II No. 71)	1669
22160	Hebrew	a kind of bird (swallow, dove)	dərōr		(HALOT 230)	1669
22162	Arabic	perroquet (parrot); la perruche a collier couleur de rose (the rosecoloured parakeet)	durr-at-		(BK 1 682; Dozy I 428)	1669
	PS	kind of worm, insect	*ḏVr(r)-		(SED II No. 74)	1674
22188	Hebrew	a parasite worm in the bowels	dūrā (dawwārā)		(Jastrow 289)	1674
	PS	kind of bird	*raˀ/w/hy-		(SED II No. 187)	1675
22201	Hebrew	red kite	rāˀā		(HALOT 1161)	1675
22202	Arabic	crane	rahw-		(BK 1 943, Lane 1174, LA XV 342)	1675
	PS	kind of insect	*sVḥ/ḫVṭ-		(SED II No. 192)	1676
22214	Akkadian	a locust	saḫṭu		(CAD S 67, AHw. 1010)	1676
22215	Geez	fly	səhiṭ, səḥiṭ		(CDG 492)	1676
	PS	quail	*SVlw-		(SED II No. 195)	1677
22216	Hebrew	quail	ŝəlāw		(HALOT 1331)	1677
22219	Syriac	quail (pl.)	salway		(LSyr. 476, SL 1012)	1677
22220	Arabic	quail	salwā		(BK 1 1132, Lane 1417, LA XIV 395)	1677
	PS	kind of bird	*saḳʷāt-/*saḳāt-		(SED II No. 194)	1678
22222	Akkadian	a wading bird	saḳātu		(CAD S 168, AHw. 1027)	1678
	PS	kind of bird	*sVm(V)m(-at)-		(SED II No. 196)	1679
22224	Akkadian	dove	summu		(CAD S 380, AHw. 1058)	1679
22225	Arabic	kind of little bird similar to a swallow	samāmat-		(BK 1 1134, Lane 1419, LA XII 305)	1679
	PS	(dead) body, back (of body)	*gVn(ā)z(-at)-		(SED I No. 87)	1683
22251	Arabic	corpse, dead man	ǯanāzat-, ǯināzat-		(BK 1 339)	1683
	PS	locust	*g(ʷ)Vb-		(SED II No. 75)	1684
22261	Hebrew	swarm of locust	gōbay		(HALOT 173)	1684
22264	Arabic	the locust; locusts	ǯābiˀ-		(Lane 373)	1684
	PS	kind of bird	*šVl-		(SED II No. 201)	1685
22270	Syriac	heron, pelican; ibis	šālē nūnē		(LSyr. 778, SL 1560)	1685
22273	Geez	kind of bird of prey	sol		(CDG 498)	1685
	PS	kind of bird	*šVl(V)k-		(SED II No. 203)	1686
22275	Hebrew	an unclean bird	šālāk		(HALOT 1530)	1686
22276	Arabic	young one of partridge	silkānat-		(BK 1 1129, Lane 1412, TA 27 206)	1686
	PS	kind of reptile (snake, lizard)	*š/ŝVmm-		(SED II No. 204)	1687
22277	Akkadian	a snake	šammānu		(CAD Š₁ 314)	1687
22278	Hebrew	gecko	ŝəmāmīt		(HALOT 1338)	1687
22280	Arabic	kind of big lizard	sāmm-		(BK 1 1133, Lane 1420, LA XII 304)	1687
	PS	kind of insect	*gūg-		(SED II No. 77)	1688
22287	Syriac	aranea (spider)	gəwāgay		(LSyr. 108, PS 672)	1688
22288	Geez	flea	gugā		(CDG 184)	1688
	PS	kind of bird	*g(ʷ)amg(ʷ)am-, *gVmgVm-		(SED II No. 78)	1689
22289	Akkadian	a bird	gamgammu		(CAD G 32, AHw. 278)	1689
22290	Geez	pelican	gumgumā		(CDG 194)	1689
	PS	ant	*šumšum-		(SED II No. 205)	1690
22303	Syriac	sesame	šawšmānā		(LSyr. 767, SL 1538)	1690
22304	Arabic	red ant	sumsum-		(BK 1 1138, Lane 1420, LA XII 305)	1690
	PS	kind of snake, worm, insect larvae	*šVpp-		(SED II No. 207)	1691
22305	Hebrew	horned viper	šəpīpōn		(HALOT 1628)	1691
22309	Syriac	serpent; field cricket; creeping animal; crawling locust	šappāpā		(LSyr. 793, SL 1592)	1691
22308	Arabic	serpent; kind of snake with black and white spots	siff-		(BK 1 1096, Lane 1368, LA IX 154)	1691
	PS	kind of bird of prey	*ṣVl(Vl)-		(SED II No. 209)	1692
22310	Akkadian	a nocturnal bird	ṣallalu		(CAD Ṣ 73, AHw. 1077)	1692
22347	Syriac	bird which hunts fish	ṣalṣūlā		(LSyr. 631, SL 1291)	1692
22348	Geez	kite (bird)	ṣilat		(CDG 556)	1692
	PS	back of neck	*gar(i)d-		(SED I No. 92)	1693
22319	Arabic	dos (back)	ǯarad-		(BK 1 276)	1693
22320	Arabic	dos (back)	ˀaǯrad-		(BK 1 277)	1693
	PS	throat	*gargūm(-at)-		(SED I No. 93)	1694
22325	Arabic	amygdal	g(a)rāǯəm		(Dozy I 182)	1694
22324	Arabic	gorge	garǯūma		(Dozy I 182)	1694
	PS	torso, body	*giŝŝ-		(SED I No. 97)	1695
22330	Akkadian	hip, flank	giššu (gilšu)		(CAD G 73, AHw. 288)	1695
22331	Hebrew	side, arm	gäsäs		(Jastrow 261)	1695
22333	Syriac	hip.side; girdle around male pubic area; wheels and axles	gessā		(LSyr. 126, SL 250)	1695
22338	Arabic	coeur, âme, esprit (heart, soul, spirit)	ǯaˀš-		(BK 1 245)	1695
22337	Arabic	poitrine (breast)	ǯuˀšūš-		(BK 1 245)	1695
22336	Arabic	milieu du dos, vertèbres (d'une bête de somme) (middle of the back, chine)	ǯašš-		(BK 1 295)	1695
22334	Arabic	poitrine; milieu (du corps de l'homme) (chest; midsection)	ǯawš-		(BK 1 356)	1695
22335	Arabic	poitrine (chest)	ǯūš-		(BK 1 356)	1695
	PS	body, corpse	*gi/uṯṯ(-at)-		(SED I No. 98)	1696
22342	Arabic	corps, taille et volume du corps; cadavre (body; corpse)	ǯuṯṯat-		(BK 1 251)	1696
22343	Arabic	cadavre de sauterelle (dead locust)	ǯuṯṯ-		(BK 1 251)	1696
22344	Arabic	corps; objet saillant (body; protruding object)	ǯaṯwat-		(BK 1 254)	1696
	PS	cricket, locust	*ga(n)dab-		(SED II No. 80)	1698
22378	Arabic	espèce de sauterelle (species of locust)	ǯandab-, ǯundub-		(BK 1 338, Lane 388, LA I 257)	1698
	PS	breastbone; side of body	*g(ʷ)ann-		(SED I No. 101)	1701
22381	Arabic	chest bones, sternum, breastbone	ǯanǯan(-at)-, ǯinǯin-		(BK 1 337)	1701
	PS	bosom, chest; dewlap	*γa/ub(a)b-		(SED I No. 104)	1703
22405	Syriac	bosom	ˁubbā		(LSyr. 503, SL 1076)	1703
22407	Arabic	hanging flesh under the chin (of some animals), dewlap (of oxen), beard (of cock), throat (of humans)	γabab-		(BK 2 429)	1703
22408	Arabic	dewlap, beard, throat	γabγab-		(BK 2 433)	1703
	PS	chest, bosom	*ḥubb- (or *ḥawb-)		(SED I No. 109)	1705
22424	Hebrew	bosom	ḥōb		(Jastrow 429)	1705
22427	Arabic	chest	ḥawbāˀ-		(BK 1 507)	1705
	PS	whelp, cub	*gūr-, *gury/w-		(SED II No. 82)	1706
22441	Hebrew	cub (lion, jackal)	gūr		(HALOT 185)	1706
22446	Syriac	whelp (of a lion, dog, pig, snake)	guryā		(LSyr. 130, PS 770)	1706
22637	Arabic	petit de chien, de lion ou de toute autre bête carnassière (whelp of a dog, lion or any other carnivorous animal)	ǯarw-, ǯirw-, ǯurw		(BK 1 283, Lane 415, LA XIV 139)	1706
	PS	kind of mouse, rat	*ŝVm-		(SED II No. 214)	1707
22453	Akkadian	dormouse	ušummu			1707
22452	Arabic	rat	šīm-		(BK 2 1300, TA 32 487)	1707
	PS	kind of creeping creature	*ŝarap-		(SED II No. 215)	1708
22454	Hebrew	Saraph serpent	ŝārāp		(HALOT 1360)	1708
	PS	kind of bird	*ŝVrŝūr-		(SED II No. 216)	1709
22474	Akkadian	a dove	suššuru		(CAD S 41, AHw. 1064)	1709
22475	Arabic	a small bird	šaršūr-		(BK I 1214, Lane 1525, LA IV 403)	1709
	PS	kind of insect	*ŝₓVbay(-at)-		(SED II No. 218)	1711
22476	Akkadian	an insect; larva	šubabītu		(CAD Š₃ 168, AHw. 1256)	1711
22477	Hebrew	a species of spider	šībay		(Jastrow 1556)	1711
22478	Arabic	scorpion (newly hatched); young scorpion	šabāt-		(BK 1 1188, Lane 1501, LA XIV 420)	1711
	PS	wild cat	*ṣ̂ayw-		(SED II No. 224)	1713
22499	Hebrew	animals of the desert	ṣī		(HALOT 1020)	1713
22500	Arabic	tomcat	ḍaywan-		(BK 2 46, Lane 1810–11, LA XIII 262)	1713
	PS	kind of antelope	*tāˀ/y-		(SED II No. 225)	1714
22501	Hebrew	antelope	təˀō		(HALOT 1673)	1714
	PS	kind of bird	*tVkur(r)-		(SED II No. 226)	1715
22504	Akkadian	kind of bird	titkurru		(AHw. 1363)	1715
	PS	large-hoofed animal	*tVrbal-, *bVrtal-		(SED II No. 228)	1716
	PS	kind of insect (bee, wasp)	*ṭVrVḳay-, *ṭVḳVray-		(SED II No. 233)	1717
	PS	(young) bull	*ṭaγ-		(SED II No. 234)	1718
22528	Arabic	bull	ṭaγγ-		(BK 2 85, TA 22 539)	1718
22530	Geez	suckling, fatted calf, young of flock, young animal (calf, heifer, lamb)	ṭāγəwā		(CDG 584, LLA 1243, SLLA 348)	1718
	PS	kind of insect, snail	*ṯVbl(Vl)-		(SED II No. 238)	1719
22559	Akkadian	kind of insect or larva	šublatum		(Guichard 1997 320)	1719
22560	Hebrew	snail	šabbəlūl		(HALOT 1394)	1719
	PS	kind of bird	*wVˁ-		(SED II No. 243)	1720
22603	Syriac	kind of bird, expl. Qaṭā, i.e. pterocles or coturnix	yaˁˁā		(LSyr. 304, PS 1612)	1720
	PS	ram	*wābil-		(SED II No. 245)	1721
15379	Hebrew	ram	yōbēl		(HALOT 398)	1721
22609	Arabic	small camels or lambs; young of a herd made up of camels or sheep	wābilat-		(BK 2 1478, LA XI 722)	1721
	PS	kind of bird	*waw-at-		(SED II No. 247)	1722
	PS	(young of) ungulate	*w/yaˁr-, *w/yarˁ-		(SED II No. 248)	1723
22613	Hebrew	kid	yaˁărā		(HALOT 423)	1723
22614	Arabic	kid; kid that is tied up or thrown into a pit to attract a lion or a wolf	yaˁr-		(BK 2 1630, LA V 301)	1723
	PS	gazelle	*zVmr-		(SED II No. 253)	1724
22626	Ugaritic	antilope	zmr		(del Olmo Lete 1981 544)	1724
22627	Hebrew	kind of gazelle	zämär		(HALOT 274)	1724
22628	Arabic	to flee (said of a gazelle)	zmr		(BK 1 1010, TA 11 443)	1724
	PS	starling	*zarzī/ūr-		(SED II No. 254)	1725
22629	Akkadian	starling	zanzīru		(CAD Z 49, AHw. 1511)	1725
22630	Hebrew	rooster	zarzīr		(HALOT 281)	1725
22631	Syriac	starling	zarzīrā		(LSyr. 206, PS 1156)	1725
22632	Arabic	starling	zurzur-		(BK 1 985, Lane 1223, LA IV 323)	1725
	PS	kind of insect	*zīz-		(SED II No. 255)	1726
22633	Akkadian	locust	zizānu		(AHw. 1534, CAD S 321)	1726
22634	Hebrew	a small creatures that ruin the fields	zīz		(HALOT 268)	1726
22635	Arabic	grasshopper	zīz-		(BK 1 1032)	1726
	PS	kind of insect	*garad-		(SED II No. 83)	1727
18338	Arabic	locust	ǯarād-		(BK 1 276, Lane 406, LA III 117)	1727
	PS	kind of rodent	*gVrVḏ(-Vn)-		(SED II No. 84)	1728
22642	Syriac	castor (beaver)	gərādā		(LSyr. 132, PS 777)	1728
22643	Arabic	espèce de gros rat des champs (a kind of large field rat)	ǯuraḏ-		(BK 1 278, Lane 408, LA III 480)	1728
22644	Arabic	rat	ǯirḏawn-		(BK 1 278, TA 9 385)	1728
	PS	to catch, to fish, to hunt	*bˀr		(EDA I 94)	1729
16616	Akkadian	to catch, to fish, to hunt	baˀāru		(CAD B 2, AHw. 108)	1729
	PS	to be clear	*brḥ		(EDA I 233)	1730
22659	Akkadian	to shine	barāḫu		(CAD B 101, AHw 105, EDA 233)	1730
24734	Geez	to be bald	barrəḥa		(CDG 104)	1730
	PS	kind of fish	*kVwVr-		(SED II No. 125)	1731
	PS	kind of bird	*ḳ(ʷ)aˀ(ḳ(ʷ)aˀ)-		(SED II No. 126)	1732
22675	Akkadian	a bird	ḳāḳû		(CAD Q 124; AHw. 901)	1732
22676	Akkadian	(a bird)	ḳú-ḳí-a-nu-um		(VE 620)	1732
22677	Hebrew	an unclean species of bird frequenting ruins and the desert; a type of owl (?); scops owl or jackdaw	ḳāˀāt		(HALOT 1059)	1732
22678	Syriac	pelican	ḳāḳā		(LSyr. 688; PS 3708)	1732
	PS	small hoofed animal	*gVrr/w(-at)-		(SED II No. 85)	1733
22685	Akkadian	ewe	gurratu, agurratu		(CAD A₁ 160, AHw. 299)	1733
	PS	kind of bird of prey	*gʷaz-, *gVz-		(SED II No. 87)	1734
22686	Hebrew	name of a bird of prey, supposed to be falcon	gaz (gas)		(Jastrow 228)	1734
22688	Geez	bird of prey, falcon, hawk	gʷəzā, guzā		(CDG 210, LLA 1190)	1734
	PS	crane	*γVrnīḳ-		(SED II No. 91)	1735
22694	Akkadian	Kranich (crane)	urnīḳu		(AHw. 143)	1735
22695	Arabic	grue	γirnīḳ-, γurnūḳ-, γirnawḳ-, γurnayḳ-		(BK 2 461, Lane 2253, LA X 287)	1735
	PS	kind of insect	*ḥVbVŝₓ-		(SED II No. 96)	1736
22697	Syriac	scarabaeus (scarab)	ḥabšuštā		(LSyr. 213, PS 1188–9)	1736
22698	Arabic	espèce de fourmis grandes et noires (species of large, black ants)	ḥubšiyyat-		(BK 1 368, LA VI 278)	1736
	PS	to turn	*bry		(EDA I 219)	1737
22737	Akkadian	to be available, to stay	barû		(CAD B 120)	1737
24499	Arabic	III. to vie, to compete for superiority; to emulate, to rival, to imitate	bry		(Lane 197)	1737
13426	Geez	to follow successively, to do by turns, to alternate with one another, to relay one another	tabāraya		(EDG 108)	1737
	PS	to be filmy or flickering (eyes); evening, dusk	*brr		(EDA I 191)	1738
22745	Akkadian	at dusk	barāri		(CAD B 105, AHw. 106, AED 191)	1738
22744	Akkadian	to be filmy (?)	barāru		(CAD B 106, AHw. 106, AED 190)	1738
	PS	to be clean, clear	*brr		(EDA I 192)	1739
22746	Akkadian	radiance	birbirru, mirmerru		(CAD B 245, AHw. 127, AED 191)	1739
13312	Ugaritic	to be or remain pure, clean, free	brr		(DUL 239)	1739
13313	Hebrew	to purge out	brr		(HALOT 163)	1739
13321	Syriac	sincere, guileless, simple, inexperienced	brīrā		(LSyr. 88, SL 189)	1739
13319	Arabic	to be good, pious	brr		(Lane 175)	1739
13318	Geez	to purify, to make white	barra		(CDG 106)	1739
	PS	reed, mat	*burˁ-		(EDA I 217)	1741
22753	Akkadian	reed mat	burû		(CAD B 339, AHw. 141)	1741
8868	Geez	reed, reed pen, branch of a chandelier, stalk, stem of fruit, stubble	bərˁ		(CDG 101, LLA 506)	1741
	PS	to be dislocated	*prk		(EDA I 261)	1744
22764	Akkadian	to lie across	parāku		(CAD P 153, AHw 828)	1744
22765	Arabic	VII. to be dislocated (the head of the humerus from its scapula), to be lax or slack (the shoulderjoint)	frk		(Lane 2388)	1744
	PS	to separate, to divide	*prḳ		(EDA I 266)	1746
22775	Akkadian	to separate	parāḳu		(CAD P 16, AHw 829)	1746
22776	Ugaritic	to release, to unknit	prḳ		(DUL 670)	1746
22777	Hebrew	to tear off, to tear away	prḳ		(HALOT 973)	1746
22781	Syriac	to remove	prḳ		(LSyr. 605)	1746
22783	Arabic	to make a separation	frq		(Lane 2383)	1746
	PS	to cut	*prm		(EDA I 281)	1747
22786	Akkadian	to shred	parāmu		(CAD P 161)	1747
22787	Hebrew	to tear to pieces	prm		(HALOT 969)	1747
23994	Syriac	to cut; (etp.) to be split; (pa.) to cut apart	prm		(LSyr. 598, SL 1242)	1747
23995	Arabic	couper en petits morceaux (to cut into small pieces)	frm		(BK 2 587)	1747
	PS	spinal column with thigh bones	*ḥa/ul(l/y)-		(SED I No. 114)	1750
22840	Akkadian	crotch, region between the thighs; the hind legs of animals	ḫallu		(CAD ḫ 45, AHw. 312)	1750
22841	Hebrew	limb; vertebra of the spinal column; link	ḥulyā		(Jastrow 434)	1750
22842	Arabic	back of the horse	ḥāl-		(BK 1 518)	1750
22843	Arabic	mid back, vertebra	maḥāl-, maḥālat-		(BK 1 520)	1750
	PS	canal (anat.), urethra (?)	*ḥil(Vl)-		(SED I No. 115)	1751
22846	Syriac	vagina	ḥeltā		(Brock. 232)	1751
